#{"t_start": 1689342172.6475909, "env_id": "LunarLanderContinuous-v2"}
r,l,t
312.519808,235,2088.890781
296.735518,157,2089.616814
239.915376,166,2090.098388
253.893874,225,2090.619609
280.141611,169,2091.313598
245.82304,156,2091.836381
279.180214,257,2092.359194
310.11213,234,2093.373855
276.226702,191,2094.284137
275.212245,189,2094.923344
246.991953,185,2095.613552
267.378578,148,2096.230215
259.173971,164,2096.701029
233.119958,294,2097.231203
144.729026,1000,2098.322008
248.843766,285,2101.434128
289.35197,168,2102.343507
238.680933,237,2102.897367
241.428682,161,2103.613177
283.959753,180,2104.101386
278.67246,273,2104.671155
226.350721,219,2105.492316
266.199378,168,2106.156408
283.012057,192,2106.676544
280.830834,185,2107.264791
299.267658,266,2107.851039
221.213383,257,2108.676545
302.351886,200,2109.464563
313.885835,196,2110.072795
266.750132,848,2110.841765
262.605819,185,2113.402039
247.683695,239,2113.9895
270.371426,182,2114.915812
260.769001,221,2115.613537
267.941048,160,2116.291845
-159.417097,324,2116.806571
285.888462,198,2117.778984
292.73423,217,2118.391456
268.083583,165,2119.045726
306.458137,178,2119.547506
274.156362,321,2120.110352
249.044278,288,2121.082862
244.543397,817,2122.048637
255.521275,162,2124.463028
278.830068,170,2124.95025
225.703079,235,2125.47293
258.516406,461,2126.226427
44.940127,119,2127.567167
283.560301,174,2127.937532
275.872755,154,2128.460112
269.465856,199,2128.931215
275.043593,163,2129.571952
240.187924,166,2130.061829
212.568694,271,2130.642036
259.847804,954,2131.583272
273.507023,147,2134.337777
246.233621,176,2134.784415
251.202921,174,2135.314798
278.581733,146,2135.840079
291.035461,217,2136.290164
270.583674,215,2136.951845
252.411807,333,2137.623
280.778258,187,2138.602745
295.22112,227,2139.18787
282.429761,199,2139.868772
252.112799,421,2140.516161
273.853001,155,2141.758041
268.149894,188,2142.239407
276.879257,235,2142.825261
275.469244,367,2143.556787
243.319272,936,2144.78913
260.222538,153,2147.83674
271.349833,193,2148.315909
288.007494,179,2148.896763
278.60901,153,2149.43991
281.075152,193,2149.930275
290.258882,171,2150.5549
300.253354,171,2151.08823
271.289045,152,2151.615209
292.184891,236,2152.090314
258.91026,171,2152.835723
54.237192,107,2153.370299
281.668458,164,2153.70403
296.672449,197,2154.235579
273.276742,199,2154.861965
303.955523,233,2155.475668
264.215225,149,2156.197135
253.258632,167,2156.668289
286.171483,193,2157.181854
268.805254,173,2157.778379
27.109758,124,2158.307254
249.661185,385,2158.73152
297.613827,177,2160.04571
294.765954,234,2160.654886
148.079149,1000,2161.511037
260.621489,156,2164.798404
275.520728,163,2165.271267
283.39567,173,2165.769478
276.254027,175,2166.292402
260.885011,193,2166.826209
274.852396,175,2167.412291
244.519081,179,2167.941901
211.753949,283,2168.504651
259.046101,168,2169.344347
245.566958,178,2169.859297
277.856043,239,2170.412546
167.978703,1000,2171.26429
274.41951,188,2174.192395
264.073973,169,2174.758627
298.181227,203,2175.273158
254.884254,165,2175.883936
259.653289,184,2176.397925
271.663034,233,2176.972453
272.460344,151,2177.673253
264.044,164,2178.147212
284.458088,204,2178.660204
275.538311,186,2179.274228
276.977934,196,2179.84669
293.730217,206,2180.438835
278.769268,178,2181.066932
239.017228,168,2181.602345
34.60103,127,2182.108585
240.048718,169,2182.509334
150.917326,1000,2183.176752
285.565496,153,2186.090422
270.298337,177,2186.553332
242.015488,156,2187.08391
291.738161,222,2187.562868
242.450789,169,2188.222897
259.060096,839,2188.843346
307.531562,208,2191.331132
301.542655,185,2191.970014
284.925944,174,2192.526745
263.446279,188,2193.063748
281.826082,290,2193.653548
269.513372,209,2194.530794
256.112075,151,2195.162035
303.98812,163,2195.618565
278.145934,170,2196.115882
292.244242,161,2196.633999
254.23915,561,2197.185488
287.854,194,2198.833507
245.419993,165,2199.414919
253.901595,154,2199.909368
269.850008,201,2200.386825
300.488208,206,2201.03145
267.393689,169,2201.695713
296.014856,210,2202.238542
274.644633,155,2202.876866
259.140771,163,2203.348621
290.906039,228,2203.853644
255.706757,173,2204.547223
246.401559,142,2205.067371
249.210753,159,2205.514904
275.340817,180,2206.005701
263.204768,164,2206.548951
275.96937,199,2207.077217
63.049737,156,2207.870559
293.903868,175,2208.395328
272.830669,274,2208.957858
257.627002,177,2209.857445
251.795626,173,2210.490641
255.325016,181,2211.082098
250.692908,219,2211.648719
256.080984,142,2212.336948
300.385715,257,2212.800321
292.864791,155,2213.571469
300.600027,226,2214.077938
309.070208,201,2214.770174
312.585273,185,2215.425881
285.714859,198,2216.042532
286.742064,160,2217.001012
291.654757,157,2217.514582
256.704703,133,2217.992884
303.425263,210,2218.416953
291.884976,187,2219.071486
50.114449,151,2219.664225
293.300989,233,2220.133115
314.370779,242,2220.849344
175.675196,1000,2221.740782
284.540396,691,2224.790846
265.963358,190,2226.83314
247.552514,176,2227.408615
312.737754,245,2227.948269
235.171974,259,2228.692667
301.539706,147,2229.458675
272.361312,183,2229.918356
299.058679,266,2230.485621
288.448962,200,2231.295124
278.598474,156,2231.89243
271.684821,187,2232.375793
300.902277,188,2232.971815
273.018901,186,2233.590455
238.606735,173,2234.196489
264.871641,164,2234.785296
288.438822,133,2235.375682
264.371639,146,2235.785691
262.404489,155,2236.24137
254.183544,246,2236.728453
289.750962,278,2237.497213
198.745754,483,2238.385204
263.02023,679,2239.914549
251.081374,142,2241.897482
25.406686,85,2242.330965
282.221348,228,2242.617445
285.751361,180,2243.309673
283.385107,172,2243.869251
262.485092,143,2244.389289
288.873746,202,2244.832647
252.901335,194,2245.453453
300.588124,201,2246.045847
260.744606,159,2246.666386
243.489462,149,2247.146056
279.929459,178,2247.601215
290.351232,134,2248.133234
245.224543,162,2248.550419
280.030012,204,2249.06017
280.943439,187,2249.721122
279.003964,167,2250.309086
265.659345,145,2250.814026
261.735745,139,2251.254814
259.07699,155,2251.688809
290.120346,192,2252.168179
287.397499,154,2252.753432
257.434444,160,2253.252503
254.391797,170,2253.739741
282.165346,184,2254.257844
264.98141,915,2254.950019
282.04606,240,2257.643471
287.419149,261,2258.38768
293.507893,193,2259.183756
264.262088,232,2259.825334
277.540778,168,2260.594525
304.541829,178,2261.264741
272.40052,637,2262.087803
299.364345,171,2263.963834
279.236883,183,2264.498552
278.197795,183,2265.062513
288.503423,180,2265.647019
288.199522,215,2266.210381
267.324981,179,2266.861334
286.515789,175,2267.437278
296.284503,191,2268.0089
258.553418,481,2268.694514
243.154127,159,2270.187583
246.662451,168,2270.738827
284.459711,155,2271.278594
280.900377,149,2271.914419
264.149642,182,2272.510921
251.466232,181,2273.088519
274.041165,179,2273.649659
278.293929,293,2274.242019
254.492076,160,2275.1354
276.737864,184,2275.854583
257.839617,169,2276.450614
276.107132,175,2277.042958
261.477577,190,2277.698552
296.146196,190,2278.321409
265.184252,173,2278.953863
281.895735,195,2279.563228
284.635054,184,2280.176414
286.055501,189,2280.752574
248.278663,620,2281.42946
287.262679,444,2283.344636
177.285421,1000,2284.85348
270.450384,169,2287.870963
278.979814,184,2288.384423
287.716467,244,2288.948814
274.340751,267,2289.692764
286.506573,212,2290.505571
255.911399,179,2291.147726
248.101892,160,2291.695874
138.351786,1000,2292.321112
289.725299,190,2295.267697
279.35975,802,2295.951598
271.485343,155,2298.308673
260.044942,171,2298.779594
274.226485,181,2299.29981
274.563463,174,2299.858991
279.374732,194,2300.387758
274.014057,204,2300.990815
277.882887,179,2301.609309
272.582901,170,2302.148327
281.483779,155,2302.674125
288.634404,203,2303.151787
277.6346,173,2303.774504
240.51595,495,2304.361689
241.319768,253,2305.842355
141.778735,1000,2306.746128
279.068999,220,2309.729612
261.366599,170,2310.396386
283.478021,193,2310.913469
275.286264,179,2311.495558
261.238991,406,2312.086376
256.221224,227,2313.304575
279.601816,159,2313.984192
266.782094,182,2314.472872
239.933202,156,2315.030236
167.081312,1000,2315.646356
304.455637,175,2318.605758
256.561498,174,2319.13541
254.620217,151,2319.659054
245.747402,166,2320.118114
270.280348,217,2320.629863
238.988725,174,2321.291061
276.054124,182,2321.819968
275.210687,902,2322.513661
298.605057,232,2325.159818
251.674271,654,2325.933729
271.813737,187,2327.872123
245.333434,207,2328.445378
299.615723,164,2329.064781
281.099473,162,2329.56245
298.01218,236,2330.063643
259.030909,133,2330.771108
275.222344,181,2331.181578
264.369338,176,2331.731622
293.309304,212,2332.272995
250.701678,185,2332.908113
231.906637,175,2333.476333
253.026112,186,2334.004007
273.65055,241,2334.582947
204.139056,161,2335.303964
310.846052,209,2335.798044
262.089187,164,2336.427887
246.724823,238,2336.941595
277.248491,207,2337.668373
257.081991,159,2338.293047
265.323179,218,2338.781594
249.251534,155,2339.476994
281.636371,229,2339.953608
269.003683,155,2340.645737
247.880094,169,2341.115242
284.135783,298,2341.648501
259.400911,194,2342.538359
278.304724,190,2343.145873
284.426454,212,2343.730876
270.751696,161,2344.364206
286.827933,174,2344.852007
271.904403,186,2345.380808
291.837197,247,2345.962924
294.80715,268,2346.715668
284.136272,241,2347.568266
259.78694,188,2348.29677
258.333262,263,2348.885178
252.447135,205,2349.672343
269.341214,166,2350.293244
279.35844,500,2350.847649
262.037291,622,2352.391255
280.800434,220,2354.212164
309.351192,247,2354.890219
246.796625,201,2355.634822
296.505387,204,2356.247809
243.160014,164,2356.857904
93.032924,1000,2357.495046
257.499623,176,2360.410707
291.507886,171,2360.945367
296.298597,251,2361.477662
277.170009,154,2362.230725
278.507059,172,2362.705948
280.809579,194,2363.232261
246.460015,168,2363.820809
249.680317,179,2364.328897
257.855079,309,2364.897402
279.469355,161,2365.809165
286.47822,213,2366.306022
272.092759,168,2366.943022
277.089753,179,2367.453133
279.905223,161,2368.00139
253.352102,200,2368.497089
250.520509,172,2369.108836
283.098045,194,2369.656794
260.688818,161,2370.255796
165.647143,1000,2370.884257
248.847281,162,2373.802457
285.066957,199,2374.296036
263.050176,619,2374.964461
262.930109,171,2376.795005
246.611578,168,2377.309611
258.898309,205,2377.822765
265.060111,207,2378.442844
285.650833,204,2379.073868
268.35703,210,2379.690409
278.949657,184,2380.326447
296.830009,194,2380.883984
251.994898,176,2381.468635
235.668457,177,2381.999585
292.361136,224,2382.554381
284.485568,228,2383.231021
238.553382,171,2383.919653
294.37798,192,2384.442275
283.298541,206,2385.022544
269.948726,174,2385.64867
248.39676,158,2386.170938
258.413674,870,2386.77182
238.463804,200,2389.311412
264.12894,207,2389.915287
293.25359,214,2390.53978
286.163804,202,2391.185206
270.514121,207,2391.802062
265.887536,274,2392.43784
286.095494,206,2393.263583
267.667794,172,2393.882616
286.331136,223,2394.417483
270.28327,568,2395.147907
289.237192,191,2396.80961
276.115958,192,2397.391941
260.635316,172,2397.967776
267.565005,172,2398.493132
284.479873,184,2399.020328
267.480229,596,2399.684468
287.974385,210,2401.437994
237.677787,261,2402.07983
283.021155,151,2402.849972
235.086394,173,2403.309214
259.068205,195,2403.844713
242.135826,178,2404.430759
281.841658,143,2404.971058
251.639639,174,2405.412324
270.827297,148,2405.931758
263.884058,152,2406.381989
275.825032,152,2406.848056
248.275377,174,2407.309306
287.748969,154,2407.838399
298.2305,249,2408.325467
268.34796,518,2409.120092
213.130977,181,2410.638975
274.932105,345,2411.219082
299.689976,252,2412.245779
296.317925,641,2413.077051
255.858752,169,2414.945386
270.032239,201,2415.46047
232.984227,200,2416.0726
270.710979,177,2416.671771
273.264005,184,2417.213558
274.765214,157,2417.790463
280.723847,206,2418.292717
242.562614,319,2419.013603
265.695222,171,2420.08646
225.76722,181,2420.628519
286.189397,170,2421.201193
294.98571,196,2421.723062
249.923715,171,2422.324447
282.679554,187,2422.848962
295.610379,270,2423.442916
255.316214,158,2424.24985
126.310759,1000,2424.867436
289.601111,232,2427.799555
289.357485,225,2428.511556
288.91366,154,2429.220205
274.129345,195,2429.715129
175.032771,1000,2430.442944
264.978045,180,2433.360479
298.209289,169,2433.904239
252.249555,162,2434.425278
253.778024,692,2435.001902
259.431703,167,2437.033537
316.006054,188,2437.550173
260.850633,194,2438.120474
245.848338,243,2438.729766
291.659966,472,2439.510868
264.308639,181,2440.909029
268.773188,184,2441.466629
274.028533,228,2442.02904
269.855679,168,2442.715698
303.130904,240,2443.238965
283.65354,199,2443.972303
290.948382,156,2444.572625
280.80542,192,2445.062645
251.383931,176,2445.644656
278.822821,277,2446.194421
273.487767,184,2447.028812
306.818336,255,2447.601388
19.529169,124,2448.370537
271.396369,173,2448.753448
243.499645,169,2449.279388
273.744777,167,2449.804245
299.608242,217,2450.317179
321.357465,168,2450.981579
296.570426,157,2451.493208
291.683995,158,2451.96735
256.814539,164,2452.444269
269.829645,209,2452.961164
287.630309,143,2453.581544
270.625215,191,2454.028677
274.100691,191,2454.614935
260.945641,169,2455.188311
285.648541,165,2455.71389
275.99862,164,2456.210393
291.281885,207,2456.721436
309.312957,188,2457.353753
267.609889,188,2457.92174
291.684022,189,2458.491947
282.095279,199,2459.093194
296.848492,204,2459.724649
278.360925,204,2460.360591
290.405251,149,2460.969539
263.947749,270,2461.437303
246.43472,167,2462.254735
305.391983,203,2462.771408
298.743703,166,2463.395819
283.747236,195,2463.904624
278.177911,151,2464.489054
257.002487,147,2464.954756
298.794658,207,2465.409081
293.701406,257,2466.05164
302.860914,171,2466.82325
266.23714,148,2467.335191
279.91271,381,2467.823694
259.638855,148,2468.953965
304.605325,243,2469.430054
269.760526,166,2470.15782
293.08809,163,2470.661696
304.482345,245,2471.177139
267.421958,135,2471.898441
294.34112,162,2472.322474
281.729539,207,2472.823448
307.571621,168,2473.445542
171.908018,1000,2474.101437
289.199463,138,2477.028338
268.337407,169,2477.461347
286.916895,215,2477.983315
68.506202,143,2478.6338
10.181514,115,2479.068825
280.541369,164,2479.423668
265.506874,240,2479.931337
302.771936,193,2480.660927
299.033043,216,2481.248164
272.111906,174,2481.90252
295.41275,205,2482.432683
286.764967,182,2483.046052
310.845247,246,2483.611696
242.355642,174,2484.371523
281.638508,222,2484.990021
263.494413,166,2485.665158
260.980252,238,2486.187672
250.820462,236,2486.934396
289.463277,243,2487.664533
265.084283,760,2488.523182
303.37884,356,2490.870427
261.828634,160,2491.914011
291.869441,148,2492.397686
272.267107,182,2492.859971
302.284458,223,2493.423395
256.439947,188,2494.115057
260.572628,158,2494.69395
264.118903,181,2495.194403
300.19394,213,2495.799375
278.970483,181,2496.449395
291.802996,183,2497.023893
255.780023,783,2497.679387
260.462769,167,2499.980326
275.304095,185,2500.486949
283.055487,183,2501.050712
253.315994,179,2501.605381
283.116471,162,2502.156796
272.277194,178,2502.653555
266.481491,176,2503.204668
254.186165,173,2503.743086
291.099198,156,2504.265637
271.987318,190,2504.744868
250.842322,164,2505.32513
263.603528,185,2505.823022
281.936055,163,2506.39202
291.938027,174,2506.889311
293.9621,194,2507.419284
280.160306,221,2508.023497
270.885185,162,2508.692813
249.055815,178,2509.197735
263.452485,172,2509.74019
151.600748,1000,2510.399924
289.550584,143,2513.310639
263.631068,177,2513.748015
272.849815,164,2514.295233
271.755084,146,2514.787833
255.287665,150,2515.238668
254.674493,161,2515.706724
261.246972,702,2516.283086
35.462095,146,2518.361664
257.392224,670,2518.892307
277.090178,186,2520.916351
244.997567,168,2521.476807
279.653741,153,2521.984361
274.726425,185,2522.454517
258.637332,182,2523.012089
286.813744,231,2523.58074
150.014059,1000,2524.41356
254.587968,167,2527.363253
270.454917,175,2527.870201
272.618995,191,2528.407491
282.426386,198,2528.985789
272.228903,167,2529.599334
163.983968,1000,2530.243842
269.622277,162,2533.194957
161.157379,1000,2533.831773
279.329442,186,2536.758107
262.141791,680,2537.397609
295.519522,215,2539.412401
279.420435,165,2540.051706
291.235657,162,2540.550924
289.841417,208,2541.044172
266.308151,168,2541.670031
294.449263,208,2542.188676
261.954869,184,2542.809995
289.881325,199,2543.374263
295.083985,155,2543.969654
143.38122,1000,2544.580359
255.509648,157,2547.478723
262.655654,555,2548.01958
314.163833,187,2549.693489
278.33402,159,2550.253798
149.930633,1000,2550.877143
289.611569,179,2553.782657
299.66466,179,2554.32717
282.102471,165,2554.864398
282.583277,174,2555.368806
286.02443,197,2555.905089
276.780197,225,2556.506836
285.573095,203,2557.186695
277.61633,187,2557.797153
248.131206,151,2558.368811
260.34367,208,2558.83918
253.6777,277,2559.478428
269.982965,217,2560.30896
309.531668,233,2560.967
261.555203,158,2561.66316
264.942323,179,2562.138385
270.366082,154,2562.679588
296.682698,203,2563.156913
283.837019,165,2563.761667
298.659183,220,2564.275345
296.589294,147,2564.936974
161.814608,1000,2565.526777
306.813162,217,2568.785625
282.718128,180,2569.457821
239.403525,163,2569.997834
302.787658,167,2570.497918
306.627166,220,2571.011799
284.420821,196,2571.673476
265.838359,169,2572.259662
255.259049,178,2572.779193
296.982924,203,2573.319657
283.659065,204,2573.946059
275.881249,192,2574.566429
293.149893,241,2575.15829
285.518108,209,2575.888775
291.203374,217,2576.522192
287.441358,206,2577.182426
258.166232,163,2577.799025
293.737214,203,2578.301149
283.421382,220,2578.921977
278.303508,178,2579.625417
252.807544,547,2580.231635
297.721714,253,2581.853885
296.180116,205,2582.614589
310.896901,264,2583.241462
291.905183,187,2584.028097
278.054723,187,2584.595287
265.454556,159,2585.161414
279.345734,191,2585.644214
260.994738,173,2586.223348
284.578725,233,2586.757559
249.729619,173,2587.455254
262.621221,166,2587.982264
139.640363,1000,2588.624186
285.241766,205,2591.5362
252.945888,165,2592.147225
250.460337,150,2592.644993
289.870157,162,2593.099382
286.44774,196,2593.596375
278.485097,180,2594.191193
300.358524,201,2594.738172
272.486948,158,2595.346004
299.972036,245,2595.83585
262.428325,363,2596.593577
265.781755,164,2597.661008
261.659241,727,2598.250324
284.701998,200,2600.383928
277.729601,354,2601.013843
294.840188,173,2602.05266
266.629512,543,2602.638149
274.324849,178,2604.224886
273.901221,186,2604.766628
283.673974,213,2605.332067
263.779262,171,2605.975095
266.722754,176,2606.489304
264.722272,171,2607.027523
297.774467,172,2607.549022
267.032621,155,2608.063761
149.448424,1000,2608.672334
264.804129,168,2611.635822
304.039947,212,2612.156142
301.431927,235,2612.797259
290.096864,165,2613.505525
262.045528,174,2614.003125
297.459005,295,2614.554348
280.872269,142,2615.431239
273.175097,479,2615.916458
293.701553,218,2617.326318
285.926125,215,2617.987967
269.814785,177,2618.645542
289.250969,183,2619.179089
302.606497,266,2619.754929
286.000551,253,2620.559745
288.332532,220,2621.32371
269.270298,166,2621.981564
293.792744,232,2622.503067
271.094518,192,2623.192598
291.791835,156,2623.774267
300.854728,216,2624.260726
293.402164,160,2624.904567
277.972654,157,2625.392076
308.843956,197,2625.87448
298.423332,197,2626.473147
255.149614,150,2627.075799
295.207775,140,2627.535899
293.021428,147,2627.966379
316.364909,220,2628.422239
298.383566,155,2629.092016
260.110828,183,2629.568798
297.613713,200,2630.135073
278.214602,169,2630.748964
260.989883,184,2631.262993
270.726096,181,2631.826698
307.47806,178,2632.375215
274.881814,154,2632.933162
294.58932,210,2633.506103
297.724119,192,2634.417386
264.086796,184,2635.278162
288.817396,196,2635.863731
276.791096,899,2636.596235
274.483076,156,2639.416052
266.07836,163,2639.909858
294.442705,245,2640.456211
282.528672,197,2641.23829
251.381451,179,2641.889282
277.737315,191,2642.493463
279.406753,190,2643.091697
305.989487,198,2643.711886
269.019819,188,2644.352315
268.630526,167,2644.956648
291.839452,194,2645.492547
295.873061,222,2646.086072
282.848955,193,2646.750645
293.990633,154,2647.337322
281.952598,207,2647.809954
280.68882,188,2648.445727
265.687937,169,2649.015957
294.525197,166,2649.528504
264.326946,161,2650.037788
276.535096,145,2650.523539
285.424529,191,2650.972822
267.362657,167,2651.625397
278.400619,164,2652.14454
283.521357,210,2652.659542
278.443755,183,2653.309534
277.660617,204,2653.868644
274.55173,198,2654.499817
310.394209,218,2655.101572
299.05956,163,2655.754206
319.876463,218,2656.263195
272.76721,175,2656.964302
276.393472,153,2657.593238
306.923977,220,2658.136669
274.151835,203,2658.922422
283.158802,214,2659.595878
208.997601,905,2660.381893
285.007903,156,2663.051894
304.479095,234,2663.534045
286.727098,362,2664.263784
262.311295,183,2665.336432
280.918118,159,2665.900896
260.468489,185,2666.389059
287.931167,213,2666.97248
285.320041,170,2667.615637
303.144647,237,2668.151487
311.54649,250,2668.906069
294.557129,261,2669.813556
281.157136,193,2670.749471
293.828713,271,2671.528531
280.18678,200,2672.392403
308.346264,240,2673.039415
306.286673,173,2673.782969
307.566936,227,2674.323603
278.685783,185,2675.018673
259.568398,181,2675.656751
261.563774,162,2676.212674
261.840461,168,2676.724082
279.522363,168,2677.251741
299.500065,226,2677.771735
156.025212,1000,2678.627584
287.487976,192,2681.756073
262.506717,184,2682.348685
278.728627,164,2682.921743
295.303457,163,2683.464316
289.053069,152,2683.964724
283.527527,198,2684.432625
274.009278,182,2685.029657
266.791413,194,2685.593223
268.778209,196,2686.184412
319.608654,228,2686.800259
305.669926,195,2687.486284
277.376131,168,2688.071998
270.989341,169,2688.592959
265.78632,178,2689.107051
291.779848,164,2689.664474
263.676877,183,2690.17006
269.482867,200,2690.728833
299.776656,163,2691.338025
270.303852,149,2691.828472
294.440887,209,2692.295836
274.896447,300,2692.951919
275.662575,185,2693.838512
289.577282,165,2694.407261
284.982937,217,2694.91627
293.878085,170,2695.57917
307.565033,217,2696.101513
265.123929,166,2696.750184
285.933902,160,2697.252898
309.765062,218,2697.763474
280.214163,194,2698.426627
281.308863,135,2699.023925
293.316077,210,2699.483642
267.910617,180,2700.117351
286.471472,166,2700.672256
276.853904,182,2701.188994
281.574647,155,2701.752267
288.840002,158,2702.245276
302.498761,197,2702.756231
270.467694,179,2703.35238
278.531048,189,2703.910191
261.780869,175,2704.483246
284.421021,177,2705.029327
262.997967,177,2705.569496
265.391915,146,2706.100229
278.000916,148,2706.546729
276.501111,181,2707.009245
274.842351,228,2707.562677
263.127506,163,2708.257653
294.973934,163,2708.759274
293.251202,220,2709.266347
277.680381,162,2709.937522
270.253446,163,2710.427374
249.891253,164,2710.936278
293.302537,206,2711.447342
284.980206,179,2712.061276
273.630459,210,2712.61568
280.754162,205,2713.262491
249.597664,174,2713.880716
274.319831,194,2714.43355
249.536782,173,2715.090644
274.679021,214,2715.697608
288.50837,208,2716.409992
295.686925,214,2717.073044
261.476274,208,2717.740685
268.32285,168,2718.368735
270.274024,158,2718.882869
286.159256,222,2719.394946
259.551396,167,2720.180188
292.672156,162,2720.739708
272.58237,184,2721.2541
293.699631,203,2721.824466
282.903317,170,2722.46203
289.084889,190,2723.015482
291.76665,138,2723.592563
279.398741,192,2724.024605
288.894348,226,2724.611351
298.549073,191,2725.321422
263.534725,151,2726.090966
286.568725,228,2726.650021
311.758588,225,2727.354045
237.667302,279,2728.045294
286.419638,212,2728.886359
269.175133,191,2729.571215
268.145414,193,2730.197675
273.335246,173,2730.799633
265.051676,167,2731.401561
244.795383,171,2731.914506
292.800273,169,2732.439091
270.186403,194,2732.958032
305.077326,204,2733.55203
248.360747,162,2734.166385
297.137369,245,2734.714726
256.807192,178,2735.471878
256.29231,184,2736.025329
162.635241,1000,2736.737941
271.327763,172,2739.658614
248.432961,166,2740.173002
277.619072,213,2740.681664
298.962251,205,2741.328859
281.021625,201,2741.96067
287.741335,156,2742.613049
302.893123,244,2743.299504
274.432227,224,2744.092329
283.850135,192,2744.788155
263.751769,193,2745.37784
276.870129,209,2746.009398
276.264837,203,2746.645447
272.008389,625,2747.384265
288.695361,190,2749.30399
300.6346,185,2750.029645
269.116886,184,2750.593967
172.865004,1000,2751.293988
260.970174,174,2754.288024
290.769386,205,2754.823065
295.193254,267,2755.4597
284.83393,193,2756.317293
287.738273,220,2756.929949
249.446407,173,2757.599449
242.458835,234,2758.133536
264.12173,179,2758.871854
257.870714,168,2759.459639
297.515648,868,2760.094391
269.641137,185,2762.62401
267.806895,193,2763.182341
287.307029,773,2763.867533
286.818945,174,2766.13397
261.910681,254,2766.711704
263.833205,170,2767.503051
212.885247,800,2768.13378
286.170839,154,2770.793418
293.145097,174,2771.315146
275.979535,162,2771.942481
273.1896,183,2772.616733
275.961811,205,2773.487632
270.187798,166,2774.177072
254.696843,179,2775.05586
263.210032,159,2775.800241
275.252523,257,2776.31434
238.532002,185,2777.097879
251.947146,169,2777.663906
277.000636,158,2778.20529
307.885072,201,2778.717051
271.213347,166,2779.382489
288.248075,212,2779.894756
291.419019,206,2780.612097
259.124469,153,2781.239377
291.100372,227,2781.715336
171.944567,1000,2782.585421
245.05514,178,2786.230105
311.522,185,2786.816801
261.590671,187,2787.415744
295.646361,622,2788.087466
278.412691,210,2790.036604
282.198745,196,2790.806635
243.516901,264,2791.45846
292.989008,178,2792.260265
254.033996,678,2792.900828
270.139617,192,2794.930938
262.282827,169,2795.511221
241.227084,181,2796.025713
292.445446,169,2796.587941
294.00032,197,2797.110782
276.88492,496,2797.788491
297.427868,327,2799.319953
267.83246,200,2800.299051
274.981617,187,2800.919929
280.87123,154,2801.489104
289.425763,155,2802.02844
269.506856,219,2802.529062
241.593314,168,2803.21604
260.435696,184,2803.777192
274.585713,205,2804.385626
306.756149,170,2805.095934
261.151757,168,2805.776064
303.734199,169,2806.414416
294.82935,225,2806.975434
290.464992,166,2807.703827
267.145671,160,2808.215647
287.970218,204,2808.731353
259.407602,181,2809.389583
276.067099,187,2809.967818
307.661476,168,2810.687378
279.205223,181,2811.254993
275.412921,385,2811.90673
307.816957,234,2813.12086
260.831478,168,2813.854166
309.199321,210,2814.394675
286.618555,212,2815.077233
278.000533,767,2815.847066
278.63327,157,2818.215581
274.973809,177,2818.712679
304.822721,157,2819.326224
256.373159,161,2819.847914
304.288266,160,2820.363103
289.478394,169,2820.871459
276.395313,154,2821.470937
260.547812,174,2822.006101
281.971133,189,2822.874738
267.900867,181,2823.456897
290.667312,198,2824.018237
256.93196,166,2824.619038
280.981033,195,2825.139261
301.878666,179,2825.732985
292.105844,158,2826.283594
307.705388,203,2826.771473
293.432987,182,2827.396917
290.926672,181,2827.947664
264.450765,183,2828.512313
293.174954,180,2829.066701
269.046656,162,2829.614253
249.366758,186,2830.120587
278.062496,164,2830.680647
278.484209,195,2831.192239
289.128477,155,2831.781669
294.684462,192,2832.256429
299.434353,193,2832.83729
273.141806,164,2833.428802
286.494284,166,2833.925508
290.940151,154,2834.440501
288.163191,203,2834.920886
281.437178,182,2835.535372
309.371584,243,2836.107814
303.735093,206,2836.840127
271.167153,149,2837.471042
301.461037,200,2837.931683
306.59343,160,2838.532283
280.918238,209,2839.036621
249.577957,181,2839.666332
259.085491,155,2840.237799
303.277901,189,2840.718783
273.275733,206,2841.295719
283.652761,165,2841.91453
315.086387,164,2842.426417
273.374802,157,2842.920584
255.345778,155,2843.407056
294.33506,208,2843.891906
318.474498,182,2844.521562
288.016806,148,2845.069717
297.896701,209,2845.537634
254.951721,168,2846.162799
276.060503,163,2846.685125
273.22392,175,2847.184628
298.931507,193,2847.71993
301.29055,287,2848.328274
293.770101,159,2849.213499
279.746882,156,2849.71686
291.320744,179,2850.20097
289.878815,146,2850.743137
235.342197,172,2851.189538
298.517109,169,2851.723591
285.182483,171,2852.232796
289.131215,182,2852.765661
292.527583,160,2853.319195
280.912021,198,2853.809244
285.191802,148,2854.414223
276.183078,555,2854.931876
282.733999,169,2856.862633
278.520298,188,2857.505327
295.139536,202,2858.40321
311.275045,158,2859.107681
261.248291,730,2859.759283
288.410527,187,2862.036797
283.308606,187,2862.690866
238.042162,171,2863.327749
259.124168,173,2863.902548
257.444847,168,2864.464033
241.97798,175,2864.989537
273.161307,193,2865.52359
249.405173,174,2866.119492
267.856019,170,2866.65194
282.241153,193,2867.168725
285.4517,168,2867.751035
287.059747,200,2868.276537
264.825428,196,2868.882247
295.283908,176,2869.492944
269.613806,172,2870.026046
266.910742,164,2870.546602
270.165543,161,2871.06756
276.262441,156,2871.583712
295.923195,214,2872.152921
